place,child_lat,child_lon,current_name,type,parent_node,parent_lat,parent_lon,is_single,creation_date,comment,oblast,
Косівський,48.32111,25.11178,Косів,povit,Коломийська округа,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Кутський,48.26504,25.17749,Кути,raion,Косівський повіт,48.32111,25.11178,FALSE,1/1/1942 00:00,,Івано-Франківська,
Косівський,48.32111,25.11178,Косів,raion,Косівський повіт,48.32111,25.11178,FALSE,1/1/1942 00:00,,Івано-Франківська,
Яблунівський,48.40494,24.95039,Яблунів,raion,Косівський повіт,48.32111,25.11178,FALSE,1/1/1942 00:00,,Івано-Франківська,
Жаб'євський,48.15631,24.82114,Верховина,raion,Косівський повіт,48.32111,25.11178,FALSE,1/1/1942 00:00,,Івано-Франківська,
Снятинський (міський),48.45094,25.56687,Снятин,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1942 00:00,,Івано-Франківська,
Снятинський (сільський),48.45094,25.56687,Снятин,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1942 00:00,,Івано-Франківська,
Заболотівський,48.47369,25.28361,Заболотів,raion,Городенківський повіт,48.67234,25.48854,FALSE,1/1/1942 00:00,,Івано-Франківська,
Надвірнянський,48.63225,24.56773,Надвірна,povit,Коломийська округа,48.53829,25.05110,FALSE,1/1/1942 00:00,,Івано-Франківська,
Надвірнянський (місто),48.63225,24.56773,Надвірна,raion,Надвірнянський повіт,48.63225,24.56773,FALSE,1/1/1942 00:00,,Івано-Франківська,
Надвірнянський (район),48.63225,24.56773,Надвірна,raion,Надвірнянський повіт,48.63225,24.56773,FALSE,1/1/1942 00:00,,Івано-Франківська,
Делятинський,48.53039,24.62333,Делятин,raion,Надвірнянський повіт,48.63225,24.56773,FALSE,1/1/1942 00:00,,Івано-Франківська,
Перегінський,48.80901,24.19075,Солотвин,raion,Надвірнянський повіт,48.63225,24.56773,FALSE,1/1/1942 00:00,,Івано-Франківська,
Ланчинський,48.55098,24.75019,Ланчин,raion,Надвірнянський повіт,48.63225,24.56773,FALSE,1/1/1942 00:00,,Івано-Франківська,
Калуська,49.04153,24.38020,Калуш,okruga,Станіславська область,48.91769,24.70717,FALSE,1/1/1942 00:00,,Івано-Франківська,
Калуська (міська),49.04153,24.38020,Калуш,raion,Калуський повіт,49.04153,24.38020,FALSE,1/1/1942 00:00,,Івано-Франківська,
Калуська (сільська),49.04153,24.38020,Калуш,raion,Калуський повіт,49.04153,24.38020,FALSE,1/1/1942 00:00,,Івано-Франківська,
Калуський,49.04153,24.38020,Калуш,povit,Калуська округа,49.04153,24.38020,FALSE,1/1/1942 00:00,,Івано-Франківська,
Долинський,48.97555,23.99812,Долина,povit,Калуська округа,49.04153,24.38020,FALSE,1/1/1942 00:00,,Івано-Франківська,
Болехівський,49.06905,23.84851,Болехів,raion,Долинський повіт,48.97555,23.99812,FALSE,1/1/1942 00:00,,Івано-Франківська,
Войнилівський,49.12581,24.49374,Войнилів,raion,Калуський повіт,49.04153,24.38020,FALSE,1/1/1942 00:00,,Івано-Франківська,
Долинський,48.97555,23.99812,Долина,raion,Долинський повіт,49.04153,23.99812,FALSE,1/1/1942 00:00,,Івано-Франківська,
Вигодський,48.92652,23.91854,Вигода,raion,Долинський повіт,49.04153,23.99812,FALSE,1/1/1942 00:00,,Івано-Франківська,
Рожнятівський,48.94371,24.155032,Рожнятів,raion,Долинський повіт,49.04153,23.99812,FALSE,1/1/1942 00:00,,Івано-Франківська,
Львівський,49.839683,24.029717,Львів,oblast,Галицький крайовий провід ОУН,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
"Львівський (міський) № 2 ""Цитадель""49.83234765901683, 24.02400972648887",49.839684,24.029718,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
"Львівський (міський) № 1 ""Середмістя""",49.839685,24.029719,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
"Львівський (міський) № 3 ""Янівський""",49.839686,24.029720,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівський (міський) Левандівський,49.839687,24.029721,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівський (міський) Личаківський,49.839688,24.029722,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівський (міський) Городоцький,49.839689,24.029723,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівський (міський) Жовківський,49.839690,24.029724,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівський (міський) Стрийський,49.839691,24.029725,Львів,raion,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Львівська (Городоцька),49.839692,24.029726,Львів,okruga,Львівська область,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Городоцький,49.78290,23.66235,Городок,povit,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Городоцький,49.78290,23.66235,Городок,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Керницький,49.76541,23.71363,Керниця,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Мшанський,49.83206,23.78111,Мшана,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Яновський,49.91948,23.73024,Івано-Франкове,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Жорниський,49.90818,23.81835,Жорниська,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Ставичанський,49.76330,23.84168,Ставичани,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Бартківський,49.80084,23.81824,Бартатів,raion,Городоцький повіт,49.78290,23.66235,FALSE,1/1/1942 00:00,,Львівська,
Мацеївський,51.23091,24.34327,Луків,raion,Ковельський надрайон,51.21389,24.70197,FALSE,1/1/1942 00:00,,Волинська,
Бібрський,49.64012,24.29747,Бібрка,povit,Рогатинська округа,49.41296,24.61280,FALSE,1/1/1942 00:00,,Львівська,
Бібрський,49.64012,24.29747,Бібрка,raion,Бібрський повіт,49.64012,24.29747,FALSE,1/1/1942 00:00,,Львівська,
Рогатин,49.41296,24.61280,Рогатин,okruga,Львівська область,49.84180,24.03388,FALSE,1/1/1942 00:00,,Івано-Франківська,
Винниківський,49.81268,24.13794,Винники,raion,Бібрський повіт,49.64012,24.29747,FALSE,1/1/1942 00:00,,Львівська,
Ходорівський,49.40471,24.31058,Ходорів,raion,Бібрський повіт,49.64012,24.29747,FALSE,1/1/1942 00:00,,Львівська,
Новострілищанський,49.51685,24.40573,Нові Стрілища,raion,Бібрський повіт,49.64012,24.29747,FALSE,1/1/1942 00:00,,Львівська,
Рогатинський,49.41296,24.61280,Рогатин,povit,Рогатинська округа,49.41296,24.61280,FALSE,1/1/1942 00:00,,Івано-Франківська,
Рогатинський,49.41296,24.61280,Рогатин,raion,Рогатинський повіт,49.41296,24.61280,FALSE,1/1/1942 00:00,,Івано-Франківська,
Бурштинський,49.26434,24.62748,Бурштин,raion,Рогатинський повіт,49.41296,24.61280,FALSE,1/1/1942 00:00,,Івано-Франківська,
Букачівцівський,49.25393,24.50044,Букачівці,raion,Рогатинський повіт,49.41296,24.61280,FALSE,1/1/1942 00:00,,Івано-Франківська,
Більшівцівський,49.18541,24.74409,Більшівці,raion,Рогатинський повіт,49.41296,24.61280,FALSE,1/1/1942 00:00,,Івано-Франківська,
Рава-Руська,50.22897,23.61676,Рава-Руська,okruga,Львівська область,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Рава-Руський,50.22897,23.61676,Рава-Руська,povit,Рава-Руська округа,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Рава-Руський,50.22897,23.61676,Рава-Руська,raion,Рава-Руський повіт,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Угнівський,50.36816,23.75046,Угнів,raion,Рава-Руський повіт,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Немирівський,50.10388,23.44044,Немирів,raion,Рава-Руський повіт,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Магерівський,50.10735,23.70137,Магерів,raion,Рава-Руський повіт,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Сокальський,50.48762,24.28330,Сокаль,povit,Рава-Руська округа,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Рава-Руський (міський),50.22897,23.61676,Рава-Руська,raion,Рава-Руський пові,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Сокальський (міський),50.48762,24.28330,Сокаль,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Сокальський (сільський),50.48762,24.28330,Сокаль,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Белзький,50.38162,24.00298,Белз,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Кристонопільський,50.38582,24.22611,Червоноград,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Жовківський,50.05452,23.97561,Жовква,povit,Рава-Руська округа,50.22897,23.61676,FALSE,1/1/1942 00:00,,Львівська,
Жовківський (міський),50.05452,23.97561,Жовква,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Жовківський (сільський),50.05452,23.97561,Жовква,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Великомостівський,50.24305,24.15075,Великі Мости,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Куликівський,49.97926,24.07694,Куликів,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Брюховицький,49.90602,23.95093,Брюховичі,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Яричівський,49.90318,24.30717,Новий Яричів,raion,Жовківський повіт,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Золочівська,49.80690,24.89574,Золочів,okruga,Львівська область,49.84180,24.03388,FALSE,1/1/1942 00:00,Створена наприкінці 1937 р.,Львівська,
Золочівський,49.80690,24.89574,Золочів,povit,Золочівська округа,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Золочівський (міський),49.80690,24.89574,Золочів,raion,Золочівський повіт,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Золочівський (сільський),49.80690,24.89574,Золочів,raion,Золочівський повіт,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Глинянський,49.82381,24.51730,Глиняни,raion,Перемишлянський повіт,49.67037,24.55872,FALSE,1/1/1942 00:00,,Львівська,
Олеський,49.96278,24.89237,Олесько,raion,Бродівський повіт,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Краснянський,49.92239,24.61799,Красне,raion,Золочівський повіт,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Кам'янка-Струмилівський,50.10496,24.34242,Кам'янка-Бузька,povit,Жовківська округа,50.05452,23.97561,FALSE,1/1/1942 00:00,,Львівська,
Кам'янка-Струмилівський (міський),50.10496,24.34242,Кам'янка-Бузька,raion,Кам'янка-Струмилівський повіт,50.10496,24.34242,FALSE,1/1/1942 00:00,,Львівська,
Кам'янка-Струмилівський (сільський),50.10496,24.34242,Кам'янка-Бузька,raion,Кам'янка-Струмилівський повіт,50.10496,24.34242,FALSE,1/1/1942 00:00,,Львівська,
Буський,49.96602,24.61156,Буськ,raion,Золочівський повіт,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Бродівський,50.08371,25.14178,Броди,povit,Золочівська округа,49.80690,24.89574,FALSE,1/1/1942 00:00,,Львівська,
Радехівський,50.28293,24.63124,Радехів,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Лопатинський,50.22230,24.85015,Лопатин,raion,Сокальський повіт,50.48762,24.28330,FALSE,1/1/1942 00:00,,Львівська,
Бродівський (міський),50.08371,25.14178,Броди,raion,Бродівський повіт,50.08371,25.14178,FALSE,1/1/1942 00:00,,Львівська,
Бродівський (сільський),50.08371,25.14178,Броди,raion,Бродівський повіт,50.08371,25.14178,FALSE,1/1/1942 00:00,,Львівська,
Пониковицький,50.05150,25.04664,Пониковиця,raion,Бродівський повіт,50.08371,25.14178,FALSE,1/1/1942 00:00,,Львівська,
Підкамінський,49.94544,25.32054,Підкамінь,raion,Бродівський повіт,50.08371,25.14178,FALSE,1/1/1942 00:00,,Львівська,
Новомилятинський,49.96510,24.49469,Новий Милятин,raion,Кам'янка-Струмилівський повіт,50.10496,24.34242,FALSE,1/1/1942 00:00,,Львівська,
Заболотцівський,50.03039,24.97509,Заболотці,raion,Бродівський повіт,50.08371,25.14178,FALSE,1/1/1942 00:00,,Львівська,
Дрогобицька (Стрийська),49.35193,23.50110,Дрогобич,oblast,Галицький крайовий провід ОУН,49.84180,24.01532,FALSE,1/1/1942 00:00,Створена у липні 1941 р.,Львівська,
Дрогобицький (міський),49.35193,23.50110,Дрогобич,povit,Дрогобицька область,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Дрогобицький,49.35193,23.50110,Дрогобич,povit,Стрийська округа,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Дрогобицька,49.35193,23.50110,Дрогобич,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Бориславський,49.29748,23.41619,Борислав,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Трускавецький,49.27754,23.50451,Трускавець,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Медениченський,49.43110,23.74668,Меденичі,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Стебницький,49.30075,23.54989,Стебник,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Добрівлянський,49.43599,23.57013,Добрівляни,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Підбузький,49.33467,23.24814,Підбуж,raion,Дрогобицький повіт,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Стрийська,49.26391,23.83701,Стрий,okruga,Дрогобицька область,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Стрийський,49.26391,23.83701,Стрий,povit,Стрийська округа,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Стрийський (міський),49.26391,23.83701,Стрий,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Стрийський (сільський),49.26391,23.83701,Стрий,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Сколівський,49.03821,23.51252,Сколе,povit,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Славський,48.84350,23.44107,Славське,raion,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Сколівський,49.03821,23.51252,Сколе,raion,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Козьовський,48.95143,23.34511,Козьова,raion,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Верхнє Синьовиднівський,49.10349,23.58059,Верхнє Синьовидне,raion,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Підгородецький,49.15879,23.42502,Підгородці,raion,Сколівський повіт,49.03821,23.51252,FALSE,1/1/1942 00:00,,Львівська,
Угерський,49.30180,23.90807,Угерськ,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Дашавський,49.26090,24.00825,Дашава,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Моршинський,49.15436,23.86926,Моршин,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Грабовецький,49.23838,23.79281,Грабовець,raion,Стрийський повіт,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Жидачівський,49.38653,24.14032,Жидачів,povit,Стрийська округа,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Жидачівський,49.38653,24.14032,Жидачів,raion,Жидачівський повіт,49.38653,24.14032,FALSE,1/1/1942 00:00,,Львівська,
Журавнівський,49.26459,24.27805,Журавно,raion,Жидачівський повіт,49.38653,24.14032,FALSE,1/1/1942 00:00,,Львівська,
Роздільський,49.46396,24.06277,Розділ,raion,Жидачівський повіт,49.38653,24.14032,FALSE,1/1/1942 00:00,,Львівська,
Миколаївський,49.53029,23.97290,Миколаїв,povit,Стрийська округа,49.26391,23.83701,FALSE,1/1/1942 00:00,,Львівська,
Миколаївський,49.53029,23.97290,Миколаїв,raion,Миколаївський повіт,49.53029,23.97290,FALSE,1/1/1942 00:00,,Львівська,
Пустомитівський,49.71813,23.89852,Пустомити,raion,Миколаївський повіт,49.53029,23.97290,FALSE,1/1/1942 00:00,,Львівська,
Щирецький,49.64899,23.85476,Щирець,raion,Миколаївський повіт,49.53029,23.97290,FALSE,1/1/1942 00:00,,Львівська,
Самбірська,49.51446,23.19902,Самбір,okruga,Дрогобицька область,49.35193,23.50110,FALSE,1/1/1942 00:00,,Львівська,
Самбірський,49.51446,23.19902,Самбір,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Самбірський (міський),49.51446,23.19902,Самбір,raion,Самбірська повіт,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Самбірський (сільський),49.51446,23.19902,Самбір,raion,Самбірська повіт,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Калинівський,49.55112,23.30762,Калинів,raion,Самбірська повіт,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Дублянівський,49.49921,23.39211,Дубляни,raion,Самбірська повіт,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Бісковицький,49.54155,23.16687,Бісковичі,raion,Самбірська повіт,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Добромильський,49.57036,22.78470,Добромиль,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Хирівський,49.53333,22.85643,Хирів,raion,Добромильський повіт,49.57036,22.78470,FALSE,1/1/1942 00:00,,Львівська,
Добромильський,49.57036,22.78470,Добромиль,raion,Добромильський повіт,49.57036,22.78470,FALSE,1/1/1942 00:00,,Львівська,
Новомістівський,49.61744,22.85801,Нове Місто,raion,Добромильський повіт,49.57036,22.78470,FALSE,1/1/1942 00:00,,Львівська,
Риботичівський,49.65612,22.64359,Риботичі,raion,Добромильський повіт,49.57036,22.78470,FALSE,1/1/1942 00:00,,Львівська,
Старосамбірський,49.44809,23.00239,Старий Самбір,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Блажівський,49.42505,23.15996,Блажів,raion,Старосамбірський повіт,49.44809,23.00239,FALSE,1/1/1942 00:00,,Львівська,
Старосамбірський,49.44809,23.00239,Старий Самбір,raion,Старосамбірський повіт,49.44809,23.00239,FALSE,1/1/1942 00:00,,Львівська,
Старосільський,49.48875,22.96320,Стара Сіль,raion,Старосамбірський повіт,49.44809,23.00239,FALSE,1/1/1942 00:00,,Львівська,
Стрілківський,49.32865,22.97697,Стрілки,raion,Старосамбірський повіт,49.44809,23.00239,FALSE,1/1/1942 00:00,,Львівська,
Устрико-Долішнівський,49.43910,22.57460,Устрики-Долішні,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Устрико-Долішнівський,49.43910,22.57460,Устрики-Долішні,raion,Устрико-Долішнівський повіт,49.43910,22.57460,FALSE,1/1/1942 00:00,,Підкарпатська воєводство (Польща),
Коросненський,49.47313,22.66169,Коросно,raion,Устрико-Долішнівський повіт,49.43910,22.57460,FALSE,1/1/1942 00:00,,Підкарпатська воєводство (Польща),
Лаврівський,49.39787,22.87904,Лаврів,raion,Устрико-Долішнівський повіт,49.43910,22.57460,FALSE,1/1/1942 00:00,,Підкарпатська воєводство (Польща),
Турківський,49.15617,23.02393,Турка,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Турківський,49.15617,23.02393,Турка,raion,Турківський повіт,49.15617,23.02393,FALSE,1/1/1942 00:00,,Львівська,
Матківський,48.91478,23.10776,Матків,raion,Турківський повіт,49.15617,23.02393,FALSE,1/1/1942 00:00,,Львівська,
Комарницький,48.99755,23.04309,Комарники,raion,Турківський повіт,49.15617,23.02393,FALSE,1/1/1942 00:00,,Львівська,
Розлучський,49.24025,22.95583,Розлуч,raion,Турківський повіт,49.15617,23.02393,FALSE,1/1/1942 00:00,,Львівська,
Рудківський,49.65327,23.48472,Рудки,povit,Самбірська округа,49.51446,23.19902,FALSE,1/1/1942 00:00,,Львівська,
Комарно,49.62878,23.70251,Комарно,raion,Рудківський повіт,49.65327,23.48472,FALSE,1/1/1942 00:00,,Львівська,
Рудківський,49.65327,23.48472,Рудки,raion,Рудківський повіт,49.65327,23.48472,FALSE,1/1/1942 00:00,,Львівська,
Хлопчицицька,49.61043,23.41443,Хлопчиці,raion,Рудківський повіт,49.65327,23.48472,FALSE,1/1/1942 00:00,,Львівська,
Яворівський,49.93424,23.38553,Яворів,povit,Львівська округа,49.84180,24.03388,FALSE,1/1/1942 00:00,,Львівська,
Яворівський,49.93424,23.38553,Яворів,raion,Яворівський повіт,49.93424,23.38553,FALSE,1/1/1942 00:00,,Львівська,
Краковецький,49.96279,23.15454,Краковець,raion,Яворівський повіт,49.93424,23.38553,FALSE,1/1/1942 00:00,,Львівська,
Верблянський,50.04699,23.42195,Вербляни,raion,Яворівський повіт,49.93424,23.38553,FALSE,1/1/1942 00:00,,Львівська,
Судововишнянський,49.79268,23.37072,Судова Вишня,raion,Яворівський повіт,49.93424,23.38553,FALSE,1/1/1942 00:00,,Львівська,
Крукеничівський,49.68912,23.15709,Крукеничі,raion,Яворівський повіт,49.93424,23.38553,FALSE,1/1/1942 00:00,,Львівська,
"Перемишльська (""Олімп"")",49.78789,22.76810,Перемишль,oblast,Галицький крайовий провід ОУН,49.83421,24.01532,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
"Перемишльська (""Вулкан"")",49.78789,22.76810,Перемишль,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
"Мостиський (""Могила"")",49.80042,23.14647,Мостиська,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Бірчанський,49.69226,22.48565,Бірча,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Ліський,49.47431,22.33591,Лісько,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Сяноцький,49.55918,22.20644,Сянік,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Білограйський,50.54005,22.70991,Білограй,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Горлицький,49.66098,21.16167,Горлиці,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Ярославський,50.03218,22.68470,Ярослав,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
Коросненський,49.69106,21.75653,Коросно,povit,Перемишльський обласний провід ОУН,49.78789,22.76810,FALSE,1/1/1943 00:00,,Підкарпатська воєводство (Польща),
"Холмська (""Король Данило"")",51.13945,23.47820,Холм,oblast,Крайовий провід ОУН на ПЗУЗ,,,TRUE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Холмський,51.13945,23.47820,Холм,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Грубешівський,50.81196,23.87962,Грубешів,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Томашівський,50.45257,23.42868,Томашів,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Влодавський,51.54325,23.52900,Влодава,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Білопідляський,52.03019,23.13461,Біла Підляська,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Красноставський,50.98118,23.17155,Красностав,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Замойський,50.72312,23.25797,Замостя,povit,Холмський обласний провід ОУН,51.13945,23.47820,FALSE,1/1/1943 00:00,,Люблінське воєводство (Польща),
Тернопільська,49.55821,25.60164,Тернопіль,oblast,Галицький крайовий провід ОУН,49.83421,24.01532,FALSE,1/1/1942 00:00,Створений у 1940 р.,Тернопільська,
Тернопільський,49.55654,25.60593,Тернопіль,okruga,Тернопільська область,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Тернопільський,49.55654,25.60593,Тернопіль,povit,Тернопільська округа,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Тернопільський (міський),49.55654,25.60593,Тернопіль,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Тернопільський (сільський),49.55654,25.60593,Тернопіль,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Великоглибочецький,49.62134,25.52858,Великий Глибочок,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Великоборківський,49.52195,25.75769,Великі Бірки,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Микулинецький,49.39496,25.60931,Микулинці,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Козлівський,49.55657,25.33825,Козлів,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Настасівський,49.42659,25.50442,Настасів,raion,Тернопільський повіт,49.55654,25.60593,FALSE,1/1/1942 00:00,,Тернопільська,
Скалатський,49.43215,25.97406,Скалат,raion,Скалатський повіт,49.43215,25.97406,FALSE,1/1/1942 00:00,,Тернопільська,
Скалатський,49.43215,25.97406,Скалат,raion,Скалатський повіт,49.43215,25.97406,FALSE,1/1/1942 00:00,,Тернопільська,
Гримайлівський,49.32831,26.00857,Гримайлів,raion,Скалатський повіт,49.43215,25.97406,FALSE,1/1/1942 00:00,,Тернопільська,
Підволочиський,49.53113,26.13565,Підволочиськ,raion,Скалатський повіт,49.43215,25.97406,FALSE,1/1/1942 00:00,,Тернопільська,
Турівський,49.39777,26.16492,Турівка,raion,Скалатський повіт,49.43215,25.97406,FALSE,1/1/1942 00:00,,Тернопільська,
