place,child_lat,child_lon,current_name,type,parent_node,parent_lat,parent_lon,is_single,creation_date,comment,oblast,
Новоархангельськ Кіровоградської обл.,48.6658441,30.817434,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-08-05 00:00:00,,Кіровоградська,
Мала Виска Кіровоградської обл.,48.6435934,31.6294299,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-12-01 00:00:00,,Кіровоградська,
Кам'янка Кіровоградської обл.,48.7907082,31.7403194,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-08-05 00:00:00,,Кіровоградська,
Хмельове Маловисківського району Кіровоградської області,48.56734549999999,31.3963231,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-12-01 00:00:00,У 1939-1962 рр. - райцентр Кіровоградської обл.,Кіровоградська,
Аджамка Бобринецького р-ну Кіровоградської обл.,48.53717800744211,32.539209893500825,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-08-05 00:00:00,До 1959 р. райцентр.,Кіровоградська,
Червона Кам'янка Олександрійського р-ну Кіровоградської обл.,48.6483593,33.4539327,,raion,Кропивницький,48.50793300000001,32.262317,FALSE,1941-08-05 00:00:00,,Кіровоградська,
Дніпропетровськ,48.464717,35.046183,,"oblast, kray",Львів,49.839683,24.029717,FALSE,1941-09-03 00:00:00,Входили в безпосереднє підпорядкування обласного проводу,Дніпропетровська,
Синельникове,48.3229038,35.521396,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,Дніпродзержинська округа,Дніпропетровська,
Васильківка,48.20618320000001,36.0226711,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,Криворізька округа,Дніпропетровська,
Новомосковськ,48.6329614,35.2241571,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,Нікопольська округа,Дніпропетровська,
Нижньодніпровськ,48.47823741700055, 35.119332095044655,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Перещепине,49.0140019,35.3644372,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Магдалинівка,48.9104774,34.9115965,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
с. Покровка,48.233642,34.066380,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
"с. Верхня Хортиця (за нім. окупації - Хортиця, відповідно р-н - Хортицький) Запорізької обл.",47.86309383846845,35.005316229837696,,raion,Дніпро,48.464717,35.046183,FALSE,1943-03-01 00:00:00,,Дніпропетровська,
Дніпродзержинськ,48.523117,34.613683,Кам'янське,okruga,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Кринички,48.3694747,34.4573326,,raion,Кам'янське,48.523117,34.613683,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Солоне,48.20400979999999,34.8732388,,raion,Кам'янське,48.523117,34.613683,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Верхньодніпровськ,48.6482135,34.336891,,raion,Кам'янське,48.523117,34.613683,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Кривий Ріг,47.910483,33.391783,,okruga,Дніпро,48.464717,35.046183,FALSE,1941-10-14 00:00:00,1941-08-15 00:00:00,Дніпропетровська,
Софіївка,48.05663541865557,33.88160952911037,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
Широке,47.693307,33.2682605,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
П'ятихатки,48.411634,33.6941624,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
Апостолове,47.660528,33.7205403,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
Божедарівка (екс-Щорськ),48.351808,34.1143149,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
Сталіндорф,47.8994195,33.9293848,,raion,Кривий Ріг,47.910483,33.391783,FALSE,1941-10-14 00:00:00,,Дніпропетровська,
Нікополь,47.56746,34.394815,,"okruga, raion",Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Томаківка,47.8172631,34.7548713,,raion,Нікополь,47.56746,34.394815,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Кам'янка Нікопольського р-ну,47.4870901,34.4167362,,raion,Нікополь,47.56746,34.394815,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Велика Лепетиха Херсонської обл.,47.1634031,33.9366442,,raion,Нікополь,47.56746,34.394815,FALSE,1941-09-03 00:00:00,,Дніпропетровська,
Павлоград,48.5294478,35.9032574,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,Імовірно
Петриківка,48.7294942,34.6324038,,raion,Дніпро,48.464717,35.046183,FALSE,1941-09-03 00:00:00,,Дніпропетровська,Імовірно
Полтава,49.58826699999999,34.5514169,,oblast,Київ,50.4501,30.5234,FALSE,1941-10-01 00:00:00,,Полтавська,
Покровська Багачка Хорольського р-ну Полтавської обл.,49.8614632,33.149491,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,імовірно напряму обласному проводу,Полтавська,
Решетилівка Полтавської обл.,49.565935,34.066522,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-09-16 00:00:00,імовірно напряму обласному проводу,Полтавська,
Диканька Полтавської обл.,49.823894,34.5260962,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,напряму обласному проводу,Полтавська,
Нехвороща Полтавської обл.,49.1501898,34.7067765,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,напряму обласному проводу,Полтавська,
Шишаки Полтавської обл.,49.883255,34.0040404,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,імовірно напряму обласному проводу,Полтавська,
Нові Санжари Полтавської обл.,49.3415098,34.3130402,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-11-01 00:00:00,напряму обласному проводу,Полтавська,
Зіньків Полтавської обл.,50.2046322,34.3638533,,raion,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,імовірно напряму обласному проводу,Полтавська,
Яготин Полтавської обл.,50.2568193,31.781765,,"okruga, raion",Київ,50.4501,30.5234,FALSE,1942-01-01 00:00:00,"не мав зв'яку з областю, підпорядковувався напряму Києву",Полтавська,
Ковалівка Полтавської обл.,49.61408549999999,34.7080345,,raion,Яготин,50.2568193,31.781765,FALSE,1942-01-01 00:00:00,,Полтавська,
Пирятин Полтавської обл.,50.2394849,32.5070927,,raion,Яготин,50.2568193,31.781765,FALSE,1942-01-01 00:00:00,,Полтавська,
Гребінка Полтавської обл.,50.11866699999999,32.4522028,,raion,Яготин,50.2568193,31.781765,FALSE,1942-01-01 00:00:00,,Полтавська,
Лубни Полтавської обл.,50.0168687,32.9998088,,raion,Яготин,50.2568193,31.781765,FALSE,1941-09-16 00:00:00,імовірно,Полтавська,
Лохвиця Полтавської обл.,50.35891564197405 ,33.259788306420525,,raion,Яготин,50.2568193,31.781765,FALSE,1941-10-01 00:00:00,імовірно,Полтавська,
Чорнухи Полтавської обл.,50.274287,32.9356191,,raion,Яготин,50.2568193,31.781765,FALSE,1941-10-01 00:00:00,Імовірно,Полтавська,
Золотоноша Черкаська обл.,49.6617919,32.0477111,,okruga,Київ,50.4501,30.5234,FALSE,1941-10-01 00:00:00,До 1954 - у складі Полтавської обл.,Полтавська,
Гельмязів Черкаська обл.,49.8278712,31.8403945,,raion,Золотоноша,49.6617919,32.0477111,FALSE,1941-10-01 00:00:00,до 1954 р. в складі Полтавської обл.,Полтавська,
Чорнобай Черкаська обл.,49.66046499999999,32.3448813,,raion,Золотоноша,49.6617919,32.0477111,FALSE,1941-10-01 00:00:00,до 1954 р. в складі Полтавської обл.,Полтавська,
Іркліїв Черкаської обл.,49.5202597,32.3295764,,raion,Золотоноша,49.6617919,32.0477111,FALSE,1941-10-01 00:00:00,до 1954 р. в складі Полтавської обл.,Полтавська,
Оржиця Полтавської обл.,49.7823801,32.6831136,,raion,Золотоноша,49.6617919,32.0477111,FALSE,1941-10-01 00:00:00,,Полтавська,
Драбів Черкаської обл.,49.9527845,32.1384703,,raion,Золотоноша,49.6617919,32.0477111,FALSE,1941-10-01 00:00:00,Імовірно. до 1954 р. в складі Полтавської обл.,Полтавська,
Кременчук Полтавської обл.,49.065783,33.410033,,okruga,Полтава,49.58826699999999,34.5514169,FALSE,1941-10-01 00:00:00,"округа (за даними наркома Меркулова і схеми НКДБ), за ін. даними - район",Полтавська,
Градизьк Полтавської обл.,49.2302517,33.12643070000001,,raion,Кременчук,49.065783,33.410033,FALSE,1941-11-01 00:00:00,Імовірно,Полтавська,
Кишеньки Полтавської обл.,48.8931968,34.1032065,,raion,Київ,50.4501,30.5234,FALSE,1941-10-01 00:00:00,Осередок заклали пресдтавники Київського підпілля і підкорявся він безпосередньо Київському проводові,Полтавська,
Харків,49.9935,36.230383,,oblast,Київ,50.4501,30.5234,FALSE,1941-10-24 00:00:00,"За словами спеціалістів, бандерівці не мали в області осередків окрім самого Харкова",Харківська,
Запоріжжя,47.8388,35.139567,,"oblast, okruga, raion",Дніпро,48.464717,35.046183,FALSE,1941-10-04 00:00:00,,Запорізька,
Василівка,47.4414731,35.2867265,,raion,Запоріжжя,47.8388,35.139567,FALSE,1941-10-25 00:00:00,,Запорізька,
Михайлівка,47.2593733,35.2181649,,raion,Запоріжжя,47.8388,35.139567,FALSE,1941-10-25 00:00:00,,Запорізька,
Мелітополь,46.8550216,35.3586996,,okruga,Запоріжжя,47.8388,35.139567,FALSE,1941-10-25 00:00:00,округою став у квітні 1942,Запорізька,
Осипенко,46.77307324684291,36.813591411695114,Бердянськ,"okruga, raion",Запоріжжя,47.8388,35.139567,FALSE,1941-10-04 00:00:00,"за ін. даними, лише районний провід",Запорізька,
Андріївка,47.09639856943275,36.581656628399635,,raion,Осипенко,46.77307324684291,36.813591411695114,FALSE,1941-10-04 00:00:00,,Запорізька,
Ногайськ,46.7230781,36.354122,Приморськ,raion,Осипенко,46.77307324684291,36.813591411695114,FALSE,1941-10-04 00:00:00,,Запорізька,
Великий Токмак,47.2464085,35.7098365,Токмак,raion,Запоріжжя,47.8388,35.139567,FALSE,1941-11-01 00:00:00,,Запорізька,
Новомиколаївка,47.9767667,35.9095015,,raion,"Невідомо, можливо не підпорядковувався області",48.379433,31.1655799,FALSE,1942-08-01 00:00:00,,Запорізька,
Гуляйполе,47.6607145,36.2732383,,raion,Запоріжжя,47.8388,35.139567,FALSE,1941-10-04 00:00:00,,Запорізька,
Пологи,47.4726793,36.2625494,,raion,Запоріжжя,47.8388,35.139567,FALSE,1941-10-04 00:00:00,,Запорізька,
Сталіно,48.015883,37.80285,Донецьк,"oblast, okruga",Дніпро,48.464717,35.046183,FALSE,1942-02-01 00:00:00,,Донецька,
Дружківка,48.6161912,37.52721870000001,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Авдіївка,48.136596,37.7491336,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Макіївка,48.0459557,37.9666901,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Чистякове,48.0201627,38.6545257,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Ольгинка,47.700000,37.500000,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Єнакіїве, 48.217082,38.204048 ,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Селидове,48.1475145,37.297136,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Красноармійськ,48.282193,37.1847804,Покровськ,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Дебальцеве,48.3340595,38.4062034,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Мар'їнка,47.9422861,37.5040301,,raion,Донецьк,48.015883,37.80285,FALSE,1942-02-01 00:00:00,,Донецька,
Маріуполь,47.097133,37.543367,,okruga,Донецьк,48.015883,37.80285,FALSE,1941-10-08 00:00:00,,Донецька,
Волноваха,47.5951141,37.4831419,,raion,Маріуполь,47.097133,37.543367,FALSE,1942-05-01 00:00:00,,Донецька,
Будьоннівське, 47.113431,38.086273 ,Новоазовськ,raion,Маріуполь,47.097133,37.543367,FALSE,1941-10-08 00:00:00,,Донецька,
Царекостянтинівка (Куйбишеве) Запорізької обл.,47.362806,36.6529331,Більмак,raion,Маріуполь,47.097133,37.543367,FALSE,1941-10-08 00:00:00,,Донецька,
Горлівка,48.3071,38.029633,,okruga,Донецьк,48.015883,37.80285,FALSE,1942-05-01 00:00:00,,Донецька,
Артемівськ,48.5986674,37.9980367,Бахмут,raion,Горлівка,48.3071,38.029633,FALSE,1942-05-01 00:00:00,,Донецька,
Слов'янськ,48.8532,37.6053001,,raion,Горлівка,48.3071,38.029633,FALSE,1942-05-01 00:00:00,,Донецька,
Краматорськ,48.738967,37.58435,,raion,Горлівка,48.3071,38.029633,FALSE,1942-05-01 00:00:00,,Донецька,
Костянтинівка,48.52394289999999,37.7075811,,raion,Горлівка,48.3071,38.029633,FALSE,1942-05-01 00:00:00,,Донецька,
Чернігівка Запорізької обл.,47.1882662,36.2107475,,raion,Горлівка,48.3071,38.029633,FALSE,1942-05-01 00:00:00,,Донецька,
Рутченкове,47.967098,37.686748,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Ясинувата,48.1221425,37.87659439999999,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Іловайськ,47.9257046,38.1957157,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Новоекономічне,48.3358875,37.3255293,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Красногорівка,48.0093421,37.5091505,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Комсомольськ (нині у складі Горлівки),48.3071,38.029633,Микитівський р-н у складі Горлівки,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Новогорлівка,48.296525,38.13160999999999,,oseredok,Невідомо якого рівня,,,TRUE,1942-02-01 00:00:00,,Донецька,
Миколаїв,46.975033,31.99458289999999,,"oblast, okruga",Дніпропетровськ,48.464717,35.046183,FALSE,1941-09-01 00:00:00,,Миколаївська,
Баштанка Миколаївської обл.,47.4098736,32.4412263,,raion,Миколаїв,46.975033,31.99458289999999,FALSE,1941-09-01 00:00:00,,Миколаївська,
Привільне Баштанського р-ну Миколаївської обл.,47.4916814,32.2946203,,raion,Миколаїв,46.975033,31.99458289999999,FALSE,1941-09-01 00:00:00,,Миколаївська,
Нова Одеса Миколаївської обл.,47.309181,31.7883933,,okruga,Миколаїв,46.975033,31.99458289999999,FALSE,1941-08-31 00:00:00,,Миколаївська,
Казанка Миколаївської обл.,47.833957,32.8339239,,raion,Нова Одеса,47.309181,31.7883933,FALSE,1941-08-31 00:00:00,,Миколаївська,
Новий Буг Миколаївської обл.,47.6968565,32.5038537,,raion,Нова Одеса,47.309181,31.7883933,FALSE,1941-08-31 00:00:00,,Миколаївська,
Вознесенськ Миколаївської обл.,47.5605,31.336117,,okruga,Миколаїв,46.975033,31.99458289999999,FALSE,1941-08-15 00:00:00,,Миколаївська,
Братське Миколаївської обл.,47.8676859,31.5766093,,raion,Вознесенськ,47.5605,31.336117,FALSE,1941-08-15 00:00:00,,Миколаївська,
Єланецьк Миколаївської обл.,47.6953092,31.8523332,,raion,Вознесенськ,47.5605,31.336117,FALSE,1941-08-15 00:00:00,,Миколаївська,
Херсон,46.635417,32.616867,,okruga,Миколаїв,46.975033,31.99458289999999,FALSE,1941-09-01 00:00:00,,Миколаївська,
Білозерка Херсонської обл.,46.6267067,32.4413727,,raion,Херсон,46.635417,32.616867,FALSE,1941-09-01 00:00:00,,Миколаївська,
Снігурівка Миколаївської обл.,47.07537,32.8061775,,raion,Херсон,46.635417,32.616867,FALSE,1941-09-01 00:00:00,,Миколаївська,
Велика Олександрівка Херсонської обл.,47.3211543,33.3032699,,"okruga, raion",Миколаїв,46.975033,31.99458289999999,FALSE,1941-09-01 00:00:00,,Миколаївська,
Нововоронцовка Херсонської обл.,47.498123,33.9169021,,raion,Велика Олександрівка,47.3211543,33.3032699,FALSE,1941-09-01 00:00:00,,Миколаївська,
Високопілля Херсонської обл.,47.488789,33.5317111,,raion,Велика Олександрівка,47.3211543,33.3032699,FALSE,1941-09-01 00:00:00,,Миколаївська,
Березнегувате Миколаївської обл.,47.3098306,32.8487692,,raion,Велика Олександрівка,47.3211543,33.3032699,FALSE,1941-09-01 00:00:00,,Миколаївська,
Каховка Херсонської обл.,46.8117208,33.4901963,,raion,Велика Олександрівка,47.3211543,33.3032699,FALSE,1941-09-01 00:00:00,,Миколаївська,
Вінниця,49.233083,28.4682169,,"oblast, okruga, raion, misto",,,,TRUE,1941-07-24,,Вінницька,
Вінниця,49.233083,28.4682169,,"oblast, okruga, raion, misto",Київ,50.4501,30.5234,FALSE,1941-10-01,,Вінницька,
Літин,49.3230985,28.0823146,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Калинівка  (надрайонний провід),49.448552,28.5226562,,"nadraion, raion",Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Козятин,49.7149346,28.8363647,,"okruga, nadraion, raion",Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Погребище,49.4863064,29.268579,,raion,Козятин,49.7149346,28.8363647,FALSE,1941-07-24,,Вінницька,
Самгородок Козятинського р-ну,49.5281078,28.8430257,,raion,Козятин,49.7149346,28.8363647,FALSE,1941-07-24,,Вінницька,
Плисків Погребищенського р-ну,49.3648569,29.2761104,,raion,Козятин,49.7149346,28.8363647,FALSE,1941-07-24,,Вінницька,
Гайсин,48.8139473,29.3812035,,"okruga, raion",Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Вороновиця,49.107373,28.691632,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Хмільник (надрайонний провід),49.5510263,27.9382714,,"nadraion, raion",Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,Імовірно
Дашів,48.9957904,29.4397153,,raion,Гайсин,48.8139473,29.3812035,FALSE,1941-07-24,,Вінницька,
Немирів,48.9749521,28.8474081,,raion,Гайсин,48.8139473,29.3812035,FALSE,1941-07-24,,Вінницька,
Липовець,49.2255122,29.0488875,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Іллінці,49.1040007,29.2092738,,raion,Гайсин,48.8139473,29.3812035,FALSE,1941-07-24,,Вінницька,
Тиврів,49.0130083,28.5042197,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Уланів Хмільницького р-ну,49.6911273,28.1308882,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,Імовірно
Джулин [відносився до Уманської округи Київської обл.],48.43606232852208,29.7596382664954,,raion,Умань,48.74939269999999,30.2214499,FALSE,1941-07-24,,Вінницька,
Теплик [відносився до Уманської округи Київської обл.],48.6633108,29.75078139999999,,raion,Умань,48.74939269999999,30.2214499,FALSE,1941-07-24,,Вінницька,
Турбів [відносився до Уманської округи Київської обл.],49.3448284,28.7228609,,raion,Умань,48.74939269999999,30.2214499,FALSE,1941-07-24,,Вінницька,
Бершадь,48.368954,29.5331654,,raion,Тульчин,48.6739771,28.8563795,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Браїлів,49.1055022,28.1576316,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Ладижин,48.6838051,29.2476275,,raion,Гайсин,48.8139473,29.3812035,FALSE,1941-07-24,,Вінницька,
Тульчин Вінницької обл.,48.6739771,28.8563795,,"okruga, raion",Жмеринка,49.0346627,28.1115142,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Могилів-Подільський+Яришів,48.5075062,27.6358339,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Жмеринка,49.0390512,28.1085937,,"okruga, raion",Вінниця,49.233083,28.4682169,FALSE,1941-07-24,У кінці 1942 р. Провід ОУН передав мережу в румунській зоні Вінницької обл. в підпорядкування Одеського обласного проводу (Трансністрії),Вінницька,
Літин,49.3230985,28.0823146,,raion,Вінниця,49.233083,28.4682169,FALSE,1941-07-24,,Вінницька,
Шаргород,48.7628865,28.0690462,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Станіславчик Жмеринського р-ну,48.97183769999999,28.1041838,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Ольгопіль,48.1895542,29.493392,,raion,Тульчин,48.6739771,28.8563795,FALSE,1941-07-24,З кінця 1942 р. Трансністрія,Вінницька,
Копайгород Вінницької обл.,48.854094,27.7996667,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-17,З кінця 1942 р. Трансністрія,Вінницька,
Бар Вінницької обл.,49.0768482,27.6826121,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-17,З кінця 1942 р. Трансністрія,Вінницька,
Одеса,46.482526,30.7233095,,"oblast, okruga, raion",Дніпро,48.464717,35.046183,FALSE,1941-10-17 00:00:00,,Трансністрія (Одеська),
Біляївка Одеської обл.,46.4894881,30.2016232,,raion,Одеса,46.482526,30.7233095,FALSE,1941-10-17 00:00:00,,Трансністрія (Одеська),
Благоєве Одеської обл.,46.9345762,30.6492669,Великий Буялик Іванівського р-ну,raion,Одеса,46.482526,30.7233095,FALSE,1941-10-17 00:00:00,,Трансністрія (Одеська),
Овідіополь Одеської обл.,46.2519995,30.4372882,,raion,Одеса,46.482526,30.7233095,FALSE,1941-10-17 00:00:00,,Трансністрія (Одеська),
Троїцьке Одеської обл.,47.6370547,30.2882077,,raion,Одеса,46.482526,30.7233095,FALSE,1941-10-17 00:00:00,,Трансністрія (Одеська),
Жмеринка Вінницької обл.,49.0390512,28.1085937,,"okruga, raion",Одеса,46.482526,30.7233095,FALSE,1941-07-24 00:00:00,До кінця 1942 р. була у складі Вінницького обласного проводу,Трансністрія (Одеська),
Могилів-Подільський Вінницької обл.,48.4584391,27.7929285,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24 00:00:00,"Спершу була округа. З кінця 1942 р. - районний провід, підпорядкований Жмеринській окрузі",Трансністрія (Одеська),
Шаргород Вінницької обл.,48.7628865,28.0690462,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24 00:00:00,,Трансністрія (Одеська),
Копайгород Вінницької обл.,48.854094,27.7996667,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24 00:00:00,,Трансністрія (Одеська),
Бар Вінницької обл.,49.0768482,27.6826121,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24 00:00:00,,Трансністрія (Одеська),
Тульчин Вінницької обл.,48.6739771,28.8563795,,raion,Жмеринка,49.0390512,28.1085937,FALSE,1941-07-24 00:00:00,"Певний час був окружний провід, потім став районним у складі Жмеринської округи",Трансністрія (Одеська),
Томашпіль Вінницької обл.,48.5509829,28.5162853,,"okruga, raion",Одеса,46.482526,30.7233095,FALSE,1941-07-21 00:00:00,,Трансністрія (Одеська),
Чернівці Вінницької обл.,48.5404811,28.108548,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-21,,Трансністрія (Одеська),
Ямпіль Вінницької обл.,48.2441219,28.2765218,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-22 00:00:00,,Трансністрія (Одеська),
Крижопіль Вінницької обл.,48.3849493,28.8673367,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-23 00:00:00,,Трансністрія (Одеська),
Кодима Одеської обл.,48.0999765,29.124263,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-23 00:00:00,,Трансністрія (Одеська),
Чечельник Вінницької обл.,48.2129069,29.3421635,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-25 00:00:00,,Трансністрія (Одеська),
Бершадь Вінницької обл.,48.368954,29.5331654,,raion,Томашпіль,48.5509829,28.5162853,FALSE,1941-07-30 00:00:00,,Трансністрія (Одеська),
Балта Одеської обл.,47.9370871,29.6288401,,okruga,Одеса,46.482526,30.7233095,FALSE,1941-08-05 00:00:00,Середня округа,Трансністрія (Одеська),
Ананьїв Одеської обл.,47.714758,29.9913264,,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-08 00:00:00,,Трансністрія (Одеська),
"Тирасполь, Молдова",46.84818500000001,29.59680509999999,,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-11 00:00:00,,Трансністрія (Одеська),
Ширяєве Одеської обл.,47.3754941,30.1958353,,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-07 00:00:00,,Трансністрія (Одеська),
Дубоссари Молдова,47.2643942,29.1550348,,raion,Балта,47.9370871,29.6288401,FALSE,1941-07-28 00:00:00,,Трансністрія (Одеська),
Рибниця Молдова,47.7665534,29.00352239999999,,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-06 00:00:00,,Трансністрія (Одеська),
Котовськ Одеської обл.,47.7585809,29.5339155,Подільськ,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-07 00:00:00,,Трансністрія (Одеська),
Окни Одеської обл.,47.535711,29.4562298,,raion,Балта,47.9370871,29.6288401,FALSE,1941-08-07 00:00:00,,Трансністрія (Одеська),
Голта Миколаївської обл.,48.04512510000001,30.8884315,Первомайськ,okruga,Одеса,46.482526,30.7233095,FALSE,1941-08-04 00:00:00,Прибузька (Первомайська) округа,Трансністрія (Одеська),
Очаків Миколаївської обл.,46.61892795440068,31.539279807337984,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-09-01 00:00:00,,Трансністрія (Одеська),
Варварівка Миколаївської обл.,46.9943234,31.9399289,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-09-01 00:00:00,,Трансністрія (Одеська),
Кодинцеве Лиманського р-ну Одеської обл.,46.82101429999999,30.9457904,Доброслав,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-13 00:00:00,,Трансністрія (Одеська),
Мостове Доманівського р-ну Миколаївської обл.,47.4187581,30.9914888,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-06 00:00:00,,Трансністрія (Одеська),
Доманівка Миколаївської обл.,47.62789040000001,30.98985099999999,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-06 00:00:00,,Трансністрія (Одеська),
Вознесенськ Миколаївської обл.,47.5605,31.336117,,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-09-08 00:00:00,,Трансністрія (Одеська),
Велика Врадіївка Миколаївської обл.,47.8658976,30.5905504,Врадіївка,raion,Первомайськ,48.04512510000001,30.8884315,FALSE,1941-08-07 00:00:00,,Трансністрія (Одеська),
